1|Golfo Ártabro|0||NA|no data|6
1|Golfo Ártabro|10|no data; Agrosistema intensivo (plantacion forestal); Termotemperado|NA|no data|3
1|Golfo Ártabro|35|Litoral Cantabro-Atlantico; Bosque; Termotemperado|NA|no data|5869
1|Golfo Ártabro|36|Litoral Cantabro-Atlantico; Bosque; Mesotemperado inferior|1|Value 1|160
1|Golfo Ártabro|36|Litoral Cantabro-Atlantico; Bosque; Mesotemperado inferior|NA|no data|815
1|Golfo Ártabro|37|Litoral Cantabro-Atlantico; Agrosistema intensivo (plantacion forestal); no data|1|Value 1|26
1|Golfo Ártabro|37|Litoral Cantabro-Atlantico; Agrosistema intensivo (plantacion forestal); no data|NA|no data|357
1|Golfo Ártabro|38|Litoral Cantabro-Atlantico; Agrosistema intensivo (plantacion forestal); Termotemperado|1|Value 1|2014
1|Golfo Ártabro|38|Litoral Cantabro-Atlantico; Agrosistema intensivo (plantacion forestal); Termotemperado|NA|no data|56488
1|Golfo Ártabro|39|Litoral Cantabro-Atlantico; Agrosistema intensivo (plantacion forestal); Mesotemperado inferior|1|Value 1|289
1|Golfo Ártabro|39|Litoral Cantabro-Atlantico; Agrosistema intensivo (plantacion forestal); Mesotemperado inferior|NA|no data|12809
1|Golfo Ártabro|41|Litoral Cantabro-Atlantico; Agrosistema intensivo (superficie de cultivo); no data|1|Value 1|20
1|Golfo Ártabro|41|Litoral Cantabro-Atlantico; Agrosistema intensivo (superficie de cultivo); no data|NA|no data|397
1|Golfo Ártabro|42|Litoral Cantabro-Atlantico; Agrosistema intensivo (superficie de cultivo); Termotemperado|1|Value 1|227
1|Golfo Ártabro|42|Litoral Cantabro-Atlantico; Agrosistema intensivo (superficie de cultivo); Termotemperado|NA|no data|8648
1|Golfo Ártabro|43|Litoral Cantabro-Atlantico; Agrosistema intensivo (superficie de cultivo); Mesotemperado inferior|NA|no data|145
1|Golfo Ártabro|44|Litoral Cantabro-Atlantico; Agrosistema extensivo; no data|NA|no data|482
1|Golfo Ártabro|45|Litoral Cantabro-Atlantico; Agrosistema extensivo; Termotemperado|1|Value 1|1366
1|Golfo Ártabro|45|Litoral Cantabro-Atlantico; Agrosistema extensivo; Termotemperado|NA|no data|15602
1|Golfo Ártabro|46|Litoral Cantabro-Atlantico; Agrosistema extensivo; Mesotemperado inferior|NA|no data|210
1|Golfo Ártabro|47|Litoral Cantabro-Atlantico; Rururbano (diseminado); no data|1|Value 1|389
1|Golfo Ártabro|47|Litoral Cantabro-Atlantico; Rururbano (diseminado); no data|NA|no data|5660
1|Golfo Ártabro|48|Litoral Cantabro-Atlantico; Rururbano (diseminado); Termotemperado|1|Value 1|6169
1|Golfo Ártabro|48|Litoral Cantabro-Atlantico; Rururbano (diseminado); Termotemperado|NA|no data|392654
1|Golfo Ártabro|49|Litoral Cantabro-Atlantico; Rururbano (diseminado); Mesotemperado inferior|NA|no data|4310
1|Golfo Ártabro|50|Litoral Cantabro-Atlantico; Urbano; no data|1|Value 1|37
1|Golfo Ártabro|50|Litoral Cantabro-Atlantico; Urbano; no data|NA|no data|4201
1|Golfo Ártabro|51|Litoral Cantabro-Atlantico; Urbano; Termotemperado|1|Value 1|206
1|Golfo Ártabro|51|Litoral Cantabro-Atlantico; Urbano; Termotemperado|NA|no data|63858
1|Golfo Ártabro|52|Litoral Cantabro-Atlantico; Urbano; Mesotemperado inferior|NA|no data|569
1|Golfo Ártabro|55|Litoral Cantabro-Atlantico; Extractivo; Mesotemperado inferior|NA|no data|32
1|Golfo Ártabro|56|Litoral Cantabro-Atlantico; Agrosistema intensivo (mosaico agroforestal); no data|1|Value 1|314
1|Golfo Ártabro|56|Litoral Cantabro-Atlantico; Agrosistema intensivo (mosaico agroforestal); no data|NA|no data|898
1|Golfo Ártabro|57|Litoral Cantabro-Atlantico; Agrosistema intensivo (mosaico agroforestal); Termotemperado|1|Value 1|5699
1|Golfo Ártabro|57|Litoral Cantabro-Atlantico; Agrosistema intensivo (mosaico agroforestal); Termotemperado|NA|no data|210008
1|Golfo Ártabro|58|Litoral Cantabro-Atlantico; Agrosistema intensivo (mosaico agroforestal); Mesotemperado inferior|1|Value 1|2
1|Golfo Ártabro|58|Litoral Cantabro-Atlantico; Agrosistema intensivo (mosaico agroforestal); Mesotemperado inferior|NA|no data|18315
1|Golfo Ártabro|59|Litoral Cantabro-Atlantico; Agrosistema intensivo (mosaico agroforestal); Mesotemperado superior|NA|no data|28
1|Golfo Ártabro|62|Litoral Cantabro-Atlantico; Conxunto Historico; no data|NA|no data|381
1|Golfo Ártabro|63|Litoral Cantabro-Atlantico; Conxunto Historico; Termotemperado|1|Value 1|131
1|Golfo Ártabro|63|Litoral Cantabro-Atlantico; Conxunto Historico; Termotemperado|NA|no data|1339
1|Golfo Ártabro|67|Vales sublitorais; Matogueira e rochedo; Termotemperado|NA|no data|6288
1|Golfo Ártabro|68|Vales sublitorais; Matogueira e rochedo; Mesotemperado inferior|1|Value 1|1286
1|Golfo Ártabro|68|Vales sublitorais; Matogueira e rochedo; Mesotemperado inferior|NA|no data|28217
1|Golfo Ártabro|69|Vales sublitorais; Matogueira e rochedo; Mesotemperado superior|1|Value 1|2447
1|Golfo Ártabro|69|Vales sublitorais; Matogueira e rochedo; Mesotemperado superior|NA|no data|21547
1|Golfo Ártabro|71|Vales sublitorais; Turbeira; Mesotemperado inferior|1|Value 1|536
1|Golfo Ártabro|71|Vales sublitorais; Turbeira; Mesotemperado inferior|NA|no data|118
1|Golfo Ártabro|72|Vales sublitorais; Turbeira; Mesotemperado superior|1|Value 1|3668
1|Golfo Ártabro|72|Vales sublitorais; Turbeira; Mesotemperado superior|NA|no data|4157
1|Golfo Ártabro|75|Vales sublitorais; Bosque; Termotemperado|1|Value 1|107
1|Golfo Ártabro|75|Vales sublitorais; Bosque; Termotemperado|NA|no data|514
1|Golfo Ártabro|76|Vales sublitorais; Bosque; Mesotemperado inferior|1|Value 1|5055
1|Golfo Ártabro|76|Vales sublitorais; Bosque; Mesotemperado inferior|NA|no data|6933
1|Golfo Ártabro|77|Vales sublitorais; Bosque; Mesotemperado superior|1|Value 1|1483
1|Golfo Ártabro|77|Vales sublitorais; Bosque; Mesotemperado superior|NA|no data|3030
1|Golfo Ártabro|78|Vales sublitorais; Bosque; Supra e orotemperado|NA|no data|12
1|Golfo Ártabro|80|Vales sublitorais; Agrosistema intensivo (plantacion forestal); Termotemperado|1|Value 1|531
1|Golfo Ártabro|80|Vales sublitorais; Agrosistema intensivo (plantacion forestal); Termotemperado|NA|no data|33505
1|Golfo Ártabro|81|Vales sublitorais; Agrosistema intensivo (plantacion forestal); Mesotemperado inferior|1|Value 1|5718
1|Golfo Ártabro|81|Vales sublitorais; Agrosistema intensivo (plantacion forestal); Mesotemperado inferior|NA|no data|156479
1|Golfo Ártabro|82|Vales sublitorais; Agrosistema intensivo (plantacion forestal); Mesotemperado superior|1|Value 1|1342
1|Golfo Ártabro|82|Vales sublitorais; Agrosistema intensivo (plantacion forestal); Mesotemperado superior|NA|no data|29652
1|Golfo Ártabro|84|Vales sublitorais; Agrosistema intensivo (superficie de cultivo); Termotemperado|NA|no data|530
1|Golfo Ártabro|85|Vales sublitorais; Agrosistema intensivo (superficie de cultivo); Mesotemperado inferior|NA|no data|1665
1|Golfo Ártabro|86|Vales sublitorais; Agrosistema intensivo (superficie de cultivo); Mesotemperado superior|1|Value 1|39
1|Golfo Ártabro|86|Vales sublitorais; Agrosistema intensivo (superficie de cultivo); Mesotemperado superior|NA|no data|3945
1|Golfo Ártabro|89|Vales sublitorais; Agrosistema extensivo; Termotemperado|NA|no data|81
1|Golfo Ártabro|90|Vales sublitorais; Agrosistema extensivo; Mesotemperado inferior|1|Value 1|7366
1|Golfo Ártabro|90|Vales sublitorais; Agrosistema extensivo; Mesotemperado inferior|NA|no data|11243
1|Golfo Ártabro|91|Vales sublitorais; Agrosistema extensivo; Mesotemperado superior|1|Value 1|3213
1|Golfo Ártabro|91|Vales sublitorais; Agrosistema extensivo; Mesotemperado superior|NA|no data|24716
1|Golfo Ártabro|92|Vales sublitorais; Agrosistema extensivo; Supra e orotemperado|NA|no data|94
1|Golfo Ártabro|95|Vales sublitorais; Rururbano (diseminado); Termotemperado|1|Value 1|18
1|Golfo Ártabro|95|Vales sublitorais; Rururbano (diseminado); Termotemperado|NA|no data|43630
1|Golfo Ártabro|96|Vales sublitorais; Rururbano (diseminado); Mesotemperado inferior|1|Value 1|211
1|Golfo Ártabro|96|Vales sublitorais; Rururbano (diseminado); Mesotemperado inferior|NA|no data|31210
1|Golfo Ártabro|97|Vales sublitorais; Rururbano (diseminado); Mesotemperado superior|NA|no data|2571
1|Golfo Ártabro|98|Vales sublitorais; Urbano; Termotemperado|NA|no data|3684
1|Golfo Ártabro|99|Vales sublitorais; Urbano; Mesotemperado inferior|NA|no data|4525
1|Golfo Ártabro|100|Vales sublitorais; Urbano; Mesotemperado superior|NA|no data|12
1|Golfo Ártabro|102|Vales sublitorais; Extractivo; Mesotemperado inferior|NA|no data|225
1|Golfo Ártabro|103|Vales sublitorais; Extractivo; Mesotemperado superior|NA|no data|47
1|Golfo Ártabro|105|Vales sublitorais; Agrosistema intensivo (mosaico agroforestal); Termotemperado|1|Value 1|832
1|Golfo Ártabro|105|Vales sublitorais; Agrosistema intensivo (mosaico agroforestal); Termotemperado|NA|no data|83048
1|Golfo Ártabro|106|Vales sublitorais; Agrosistema intensivo (mosaico agroforestal); Mesotemperado inferior|1|Value 1|11973
1|Golfo Ártabro|106|Vales sublitorais; Agrosistema intensivo (mosaico agroforestal); Mesotemperado inferior|NA|no data|285453
1|Golfo Ártabro|107|Vales sublitorais; Agrosistema intensivo (mosaico agroforestal); Mesotemperado superior|1|Value 1|3517
1|Golfo Ártabro|107|Vales sublitorais; Agrosistema intensivo (mosaico agroforestal); Mesotemperado superior|NA|no data|86732
1|Golfo Ártabro|116|Serras; Matogueira e rochedo; Mesotemperado inferior|1|Value 1|1372
1|Golfo Ártabro|116|Serras; Matogueira e rochedo; Mesotemperado inferior|NA|no data|3611
1|Golfo Ártabro|117|Serras; Matogueira e rochedo; Mesotemperado superior|1|Value 1|21772
1|Golfo Ártabro|117|Serras; Matogueira e rochedo; Mesotemperado superior|NA|no data|39572
1|Golfo Ártabro|118|Serras; Matogueira e rochedo; Supra e orotemperado|NA|no data|1767
1|Golfo Ártabro|121|Serras; Turbeira; Mesotemperado inferior|1|Value 1|536
1|Golfo Ártabro|122|Serras; Turbeira; Mesotemperado superior|1|Value 1|17292
1|Golfo Ártabro|122|Serras; Turbeira; Mesotemperado superior|NA|no data|13689
1|Golfo Ártabro|123|Serras; Turbeira; Supra e orotemperado|1|Value 1|434
1|Golfo Ártabro|123|Serras; Turbeira; Supra e orotemperado|NA|no data|19
1|Golfo Ártabro|125|Serras; Bosque; Termotemperado|1|Value 1|8
1|Golfo Ártabro|125|Serras; Bosque; Termotemperado|NA|no data|28
1|Golfo Ártabro|126|Serras; Bosque; Mesotemperado inferior|1|Value 1|1700
1|Golfo Ártabro|126|Serras; Bosque; Mesotemperado inferior|NA|no data|446
1|Golfo Ártabro|127|Serras; Bosque; Mesotemperado superior|1|Value 1|10448
1|Golfo Ártabro|127|Serras; Bosque; Mesotemperado superior|NA|no data|2253
1|Golfo Ártabro|128|Serras; Bosque; Supra e orotemperado|1|Value 1|266
1|Golfo Ártabro|128|Serras; Bosque; Supra e orotemperado|NA|no data|321
1|Golfo Ártabro|132|Serras; Agrosistema intensivo (plantacion forestal); Mesotemperado inferior|1|Value 1|889
1|Golfo Ártabro|132|Serras; Agrosistema intensivo (plantacion forestal); Mesotemperado inferior|NA|no data|5897
1|Golfo Ártabro|133|Serras; Agrosistema intensivo (plantacion forestal); Mesotemperado superior|1|Value 1|2217
1|Golfo Ártabro|133|Serras; Agrosistema intensivo (plantacion forestal); Mesotemperado superior|NA|no data|11747
1|Golfo Ártabro|134|Serras; Agrosistema intensivo (plantacion forestal); Supra e orotemperado|1|Value 1|127
1|Golfo Ártabro|134|Serras; Agrosistema intensivo (plantacion forestal); Supra e orotemperado|NA|no data|668
1|Golfo Ártabro|137|Serras; Agrosistema intensivo (superficie de cultivo); Mesotemperado inferior|NA|no data|357
1|Golfo Ártabro|138|Serras; Agrosistema intensivo (superficie de cultivo); Mesotemperado superior|1|Value 1|562
1|Golfo Ártabro|138|Serras; Agrosistema intensivo (superficie de cultivo); Mesotemperado superior|NA|no data|4063
1|Golfo Ártabro|143|Serras; Agrosistema extensivo; Mesotemperado inferior|1|Value 1|1291
1|Golfo Ártabro|143|Serras; Agrosistema extensivo; Mesotemperado inferior|NA|no data|2493
1|Golfo Ártabro|144|Serras; Agrosistema extensivo; Mesotemperado superior|1|Value 1|6387
1|Golfo Ártabro|144|Serras; Agrosistema extensivo; Mesotemperado superior|NA|no data|26413
1|Golfo Ártabro|145|Serras; Agrosistema extensivo; Supra e orotemperado|1|Value 1|38
1|Golfo Ártabro|145|Serras; Agrosistema extensivo; Supra e orotemperado|NA|no data|2156
1|Golfo Ártabro|149|Serras; Rururbano (diseminado); Mesotemperado superior|NA|no data|64
1|Golfo Ártabro|159|Serras; Extractivo; Mesotemperado superior|NA|no data|1
1|Golfo Ártabro|164|Serras; Agrosistema intensivo (mosaico agroforestal); Mesotemperado inferior|1|Value 1|2853
1|Golfo Ártabro|164|Serras; Agrosistema intensivo (mosaico agroforestal); Mesotemperado inferior|NA|no data|4481
1|Golfo Ártabro|165|Serras; Agrosistema intensivo (mosaico agroforestal); Mesotemperado superior|1|Value 1|5396
1|Golfo Ártabro|165|Serras; Agrosistema intensivo (mosaico agroforestal); Mesotemperado superior|NA|no data|28528
1|Golfo Ártabro|166|Serras; Agrosistema intensivo (mosaico agroforestal); Supra e orotemperado|1|Value 1|31
1|Golfo Ártabro|166|Serras; Agrosistema intensivo (mosaico agroforestal); Supra e orotemperado|NA|no data|847
1|Golfo Ártabro|233|Canons; Matogueira e rochedo; Termotemperado|1|Value 1|10
1|Golfo Ártabro|234|Canons; Matogueira e rochedo; Mesotemperado inferior|1|Value 1|2657
1|Golfo Ártabro|234|Canons; Matogueira e rochedo; Mesotemperado inferior|NA|no data|22
1|Golfo Ártabro|235|Canons; Matogueira e rochedo; Mesotemperado superior|1|Value 1|1138
1|Golfo Ártabro|238|Canons; Turbeira; Mesotemperado inferior|1|Value 1|533
1|Golfo Ártabro|239|Canons; Turbeira; Mesotemperado superior|1|Value 1|110
1|Golfo Ártabro|240|Canons; Bosque; no data|1|Value 1|86
1|Golfo Ártabro|241|Canons; Bosque; Termotemperado|1|Value 1|6902
1|Golfo Ártabro|241|Canons; Bosque; Termotemperado|NA|no data|69
1|Golfo Ártabro|242|Canons; Bosque; Mesotemperado inferior|1|Value 1|21387
1|Golfo Ártabro|242|Canons; Bosque; Mesotemperado inferior|NA|no data|165
1|Golfo Ártabro|243|Canons; Bosque; Mesotemperado superior|1|Value 1|5590
1|Golfo Ártabro|243|Canons; Bosque; Mesotemperado superior|NA|no data|19
1|Golfo Ártabro|246|Canons; Agrosistema intensivo (plantacion forestal); no data|1|Value 1|32
1|Golfo Ártabro|246|Canons; Agrosistema intensivo (plantacion forestal); no data|NA|no data|82
1|Golfo Ártabro|247|Canons; Agrosistema intensivo (plantacion forestal); Termotemperado|1|Value 1|797
1|Golfo Ártabro|247|Canons; Agrosistema intensivo (plantacion forestal); Termotemperado|NA|no data|1086
1|Golfo Ártabro|248|Canons; Agrosistema intensivo (plantacion forestal); Mesotemperado inferior|1|Value 1|3350
1|Golfo Ártabro|248|Canons; Agrosistema intensivo (plantacion forestal); Mesotemperado inferior|NA|no data|97
1|Golfo Ártabro|249|Canons; Agrosistema intensivo (plantacion forestal); Mesotemperado superior|1|Value 1|218
1|Golfo Ártabro|249|Canons; Agrosistema intensivo (plantacion forestal); Mesotemperado superior|NA|no data|9
1|Golfo Ártabro|257|Canons; Agrosistema extensivo; Mesotemperado inferior|1|Value 1|4006
1|Golfo Ártabro|257|Canons; Agrosistema extensivo; Mesotemperado inferior|NA|no data|78
1|Golfo Ártabro|258|Canons; Agrosistema extensivo; Mesotemperado superior|1|Value 1|1525
1|Golfo Ártabro|258|Canons; Agrosistema extensivo; Mesotemperado superior|NA|no data|33
1|Golfo Ártabro|261|Canons; Rururbano (diseminado); no data|NA|no data|66
1|Golfo Ártabro|262|Canons; Rururbano (diseminado); Termotemperado|NA|no data|781
1|Golfo Ártabro|263|Canons; Rururbano (diseminado); Mesotemperado inferior|1|Value 1|57
1|Golfo Ártabro|268|Canons; Agrosistema intensivo (mosaico agroforestal); no data|NA|no data|6
1|Golfo Ártabro|269|Canons; Agrosistema intensivo (mosaico agroforestal); Termotemperado|1|Value 1|731
1|Golfo Ártabro|269|Canons; Agrosistema intensivo (mosaico agroforestal); Termotemperado|NA|no data|445
1|Golfo Ártabro|270|Canons; Agrosistema intensivo (mosaico agroforestal); Mesotemperado inferior|1|Value 1|4822
1|Golfo Ártabro|270|Canons; Agrosistema intensivo (mosaico agroforestal); Mesotemperado inferior|NA|no data|300
1|Golfo Ártabro|271|Canons; Agrosistema intensivo (mosaico agroforestal); Mesotemperado superior|1|Value 1|717
1|Golfo Ártabro|NA|no data|1|Value 1|823
1|Golfo Ártabro|NA|no data|NA|no data|4650
2|A Mariña - Baixo Eo|26|Litoral Cantabro-Atlantico; no data; no data|NA|no data|42
2|A Mariña - Baixo Eo|27|Litoral Cantabro-Atlantico; no data; Termotemperado|NA|no data|7
2|A Mariña - Baixo Eo|28|Litoral Cantabro-Atlantico; Matogueira e rochedo; no data|1|Value 1|6
2|A Mariña - Baixo Eo|28|Litoral Cantabro-Atlantico; Matogueira e rochedo; no data|NA|no data|221
2|A Mariña - Baixo Eo|29|Litoral Cantabro-Atlantico; Matogueira e rochedo; Termotemperado|1|Value 1|480
2|A Mariña - Baixo Eo|29|Litoral Cantabro-Atlantico; Matogueira e rochedo; Termotemperado|NA|no data|4171
2|A Mariña - Baixo Eo|30|Litoral Cantabro-Atlantico; Matogueira e rochedo; Mesotemperado inferior|NA|no data|1297
2|A Mariña - Baixo Eo|31|Litoral Cantabro-Atlantico; Matogueira e rochedo; Mesotemperado superior|NA|no data|5
2|A Mariña - Baixo Eo|33|Litoral Cantabro-Atlantico; Turbeira; Mesotemperado inferior|NA|no data|3
2|A Mariña - Baixo Eo|37|Litoral Cantabro-Atlantico; Agrosistema intensivo (plantacion forestal); no data|1|Value 1|105
2|A Mariña - Baixo Eo|37|Litoral Cantabro-Atlantico; Agrosistema intensivo (plantacion forestal); no data|NA|no data|190
2|A Mariña - Baixo Eo|38|Litoral Cantabro-Atlantico; Agrosistema intensivo (plantacion forestal); Termotemperado|1|Value 1|1472
2|A Mariña - Baixo Eo|38|Litoral Cantabro-Atlantico; Agrosistema intensivo (plantacion forestal); Termotemperado|NA|no data|66874
2|A Mariña - Baixo Eo|39|Litoral Cantabro-Atlantico; Agrosistema intensivo (plantacion forestal); Mesotemperado inferior|1|Value 1|34
2|A Mariña - Baixo Eo|39|Litoral Cantabro-Atlantico; Agrosistema intensivo (plantacion forestal); Mesotemperado inferior|NA|no data|160392
2|A Mariña - Baixo Eo|40|Litoral Cantabro-Atlantico; Agrosistema intensivo (plantacion forestal); Mesotemperado superior|NA|no data|544
2|A Mariña - Baixo Eo|41|Litoral Cantabro-Atlantico; Agrosistema intensivo (superficie de cultivo); no data|1|Value 1|22
2|A Mariña - Baixo Eo|41|Litoral Cantabro-Atlantico; Agrosistema intensivo (superficie de cultivo); no data|NA|no data|45
2|A Mariña - Baixo Eo|42|Litoral Cantabro-Atlantico; Agrosistema intensivo (superficie de cultivo); Termotemperado|1|Value 1|225
2|A Mariña - Baixo Eo|42|Litoral Cantabro-Atlantico; Agrosistema intensivo (superficie de cultivo); Termotemperado|NA|no data|21371
2|A Mariña - Baixo Eo|43|Litoral Cantabro-Atlantico; Agrosistema intensivo (superficie de cultivo); Mesotemperado inferior|NA|no data|1200
2|A Mariña - Baixo Eo|45|Litoral Cantabro-Atlantico; Agrosistema extensivo; Termotemperado|1|Value 1|82
2|A Mariña - Baixo Eo|45|Litoral Cantabro-Atlantico; Agrosistema extensivo; Termotemperado|NA|no data|1344
2|A Mariña - Baixo Eo|47|Litoral Cantabro-Atlantico; Rururbano (diseminado); no data|1|Value 1|132
2|A Mariña - Baixo Eo|47|Litoral Cantabro-Atlantico; Rururbano (diseminado); no data|NA|no data|228
2|A Mariña - Baixo Eo|48|Litoral Cantabro-Atlantico; Rururbano (diseminado); Termotemperado|1|Value 1|2464
2|A Mariña - Baixo Eo|48|Litoral Cantabro-Atlantico; Rururbano (diseminado); Termotemperado|NA|no data|55544
2|A Mariña - Baixo Eo|49|Litoral Cantabro-Atlantico; Rururbano (diseminado); Mesotemperado inferior|NA|no data|7374
2|A Mariña - Baixo Eo|50|Litoral Cantabro-Atlantico; Urbano; no data|1|Value 1|171
2|A Mariña - Baixo Eo|50|Litoral Cantabro-Atlantico; Urbano; no data|NA|no data|291
2|A Mariña - Baixo Eo|51|Litoral Cantabro-Atlantico; Urbano; Termotemperado|1|Value 1|3527
2|A Mariña - Baixo Eo|51|Litoral Cantabro-Atlantico; Urbano; Termotemperado|NA|no data|28709
2|A Mariña - Baixo Eo|52|Litoral Cantabro-Atlantico; Urbano; Mesotemperado inferior|NA|no data|3478
2|A Mariña - Baixo Eo|56|Litoral Cantabro-Atlantico; Agrosistema intensivo (mosaico agroforestal); no data|1|Value 1|530
2|A Mariña - Baixo Eo|56|Litoral Cantabro-Atlantico; Agrosistema intensivo (mosaico agroforestal); no data|NA|no data|1160
2|A Mariña - Baixo Eo|57|Litoral Cantabro-Atlantico; Agrosistema intensivo (mosaico agroforestal); Termotemperado|1|Value 1|2577
2|A Mariña - Baixo Eo|57|Litoral Cantabro-Atlantico; Agrosistema intensivo (mosaico agroforestal); Termotemperado|NA|no data|122956
2|A Mariña - Baixo Eo|58|Litoral Cantabro-Atlantico; Agrosistema intensivo (mosaico agroforestal); Mesotemperado inferior|1|Value 1|131
2|A Mariña - Baixo Eo|58|Litoral Cantabro-Atlantico; Agrosistema intensivo (mosaico agroforestal); Mesotemperado inferior|NA|no data|62915
2|A Mariña - Baixo Eo|59|Litoral Cantabro-Atlantico; Agrosistema intensivo (mosaico agroforestal); Mesotemperado superior|NA|no data|109
2|A Mariña - Baixo Eo|62|Litoral Cantabro-Atlantico; Conxunto Historico; no data|1|Value 1|11
2|A Mariña - Baixo Eo|62|Litoral Cantabro-Atlantico; Conxunto Historico; no data|NA|no data|1
2|A Mariña - Baixo Eo|63|Litoral Cantabro-Atlantico; Conxunto Historico; Termotemperado|1|Value 1|133
2|A Mariña - Baixo Eo|63|Litoral Cantabro-Atlantico; Conxunto Historico; Termotemperado|NA|no data|849
2|A Mariña - Baixo Eo|64|Litoral Cantabro-Atlantico; Conxunto Historico; Mesotemperado inferior|NA|no data|276
2|A Mariña - Baixo Eo|66|Vales sublitorais; Matogueira e rochedo; no data|1|Value 1|7
2|A Mariña - Baixo Eo|66|Vales sublitorais; Matogueira e rochedo; no data|NA|no data|33
2|A Mariña - Baixo Eo|67|Vales sublitorais; Matogueira e rochedo; Termotemperado|1|Value 1|5
2|A Mariña - Baixo Eo|67|Vales sublitorais; Matogueira e rochedo; Termotemperado|NA|no data|1982
2|A Mariña - Baixo Eo|68|Vales sublitorais; Matogueira e rochedo; Mesotemperado inferior|1|Value 1|1148
2|A Mariña - Baixo Eo|68|Vales sublitorais; Matogueira e rochedo; Mesotemperado inferior|NA|no data|20770
2|A Mariña - Baixo Eo|69|Vales sublitorais; Matogueira e rochedo; Mesotemperado superior|1|Value 1|125
2|A Mariña - Baixo Eo|69|Vales sublitorais; Matogueira e rochedo; Mesotemperado superior|NA|no data|11006
2|A Mariña - Baixo Eo|71|Vales sublitorais; Turbeira; Mesotemperado inferior|NA|no data|554
2|A Mariña - Baixo Eo|72|Vales sublitorais; Turbeira; Mesotemperado superior|1|Value 1|49
2|A Mariña - Baixo Eo|72|Vales sublitorais; Turbeira; Mesotemperado superior|NA|no data|1921
2|A Mariña - Baixo Eo|76|Vales sublitorais; Bosque; Mesotemperado inferior|1|Value 1|60
2|A Mariña - Baixo Eo|76|Vales sublitorais; Bosque; Mesotemperado inferior|NA|no data|8951
2|A Mariña - Baixo Eo|77|Vales sublitorais; Bosque; Mesotemperado superior|1|Value 1|34
2|A Mariña - Baixo Eo|77|Vales sublitorais; Bosque; Mesotemperado superior|NA|no data|12581
2|A Mariña - Baixo Eo|79|Vales sublitorais; Agrosistema intensivo (plantacion forestal); no data|1|Value 1|46
2|A Mariña - Baixo Eo|79|Vales sublitorais; Agrosistema intensivo (plantacion forestal); no data|NA|no data|530
2|A Mariña - Baixo Eo|80|Vales sublitorais; Agrosistema intensivo (plantacion forestal); Termotemperado|1|Value 1|284
2|A Mariña - Baixo Eo|80|Vales sublitorais; Agrosistema intensivo (plantacion forestal); Termotemperado|NA|no data|31234
2|A Mariña - Baixo Eo|81|Vales sublitorais; Agrosistema intensivo (plantacion forestal); Mesotemperado inferior|1|Value 1|2039
2|A Mariña - Baixo Eo|81|Vales sublitorais; Agrosistema intensivo (plantacion forestal); Mesotemperado inferior|NA|no data|205388
2|A Mariña - Baixo Eo|82|Vales sublitorais; Agrosistema intensivo (plantacion forestal); Mesotemperado superior|1|Value 1|1826
2|A Mariña - Baixo Eo|82|Vales sublitorais; Agrosistema intensivo (plantacion forestal); Mesotemperado superior|NA|no data|45536
